win	num	den	n	fst	chrom	region
27700000	587.2695502857596	30344.82172520359	18626	0.019353204826970175	1	block
27800000	329.418023074158	24854.183872688907	20302	0.01325402695825953	1	block
27900000	278.4406810381025	20547.075695358577	19863	0.013551353251742781	1	block
28000000	418.82575204507276	28348.244316611454	20744	0.01477431009015433	1	block
28100000	468.0595002736148	32620.249005019887	26958	0.014348740875693062	1	block
28200000	338.4592478613738	25403.914922967408	20292	0.013323113736118539	1	block
28300000	303.2765872748719	25710.66408660223	18683	0.011795750831380066	1	block
28400000	536.9187378664319	35497.64329429872	29047	0.015125475610170054	1	block
28500000	387.3282545035993	33653.40330858864	28320	0.011509333868909174	1	block
28600000	431.5515069964871	33397.95496284819	29926	0.012921494968076458	1	block
28700000	313.68884606184537	26168.12263900368	21418	0.011987441758404596	1	block
28800000	456.92863122521624	32954.82239723283	22833	0.013865304012792493	1	block
28900000	217.6986343313677	15972.28126138785	12661	0.013629777160113172	1	block
29000000	318.5579056635336	24428.46782039511	19585	0.013040437411206461	1	block
29100000	334.38819725306786	27655.756292399015	21952	0.012091088514002129	1	block
29200000	387.6065466765134	29987.96218131055	24053	0.012925404678484026	1	block
29300000	94.41849962670179	5988.918957489021	4573	0.015765533028065673	1	block
29400000	105.45141909777014	8965.50971123337	4363	0.011761898932042245	1	block
29500000	324.2365549309972	21732.73004638989	14246	0.014919274027648331	1	block
29600000	423.77178559103714	32708.642044850956	21989	0.012955957786628685	1	block
29700000	402.5703624671831	26781.38177881432	16618	0.015031724867371869	1	block
29800000	359.1163147769	27067.148534296844	19275	0.013267607938895483	1	block
29900000	517.2226935527062	37080.09558019149	21252	0.013948796125245456	1	block
30000000	513.664880043286	34717.65944896683	21623	0.014795492789436076	1	block
30100000	496.4881188123323	30658.00681291734	22928	0.016194403042638233	1	block
30200000	479.28913305394934	28900.286740487158	20048	0.016584234521884546	1	block
30300000	406.626157723361	26358.847183639922	19639	0.015426553175502327	1	block
30400000	280.5023900425301	20129.31968009705	14086	0.0139350159121313	1	block
30500000	337.3408891309826	22624.744200180317	16969	0.014910263123695073	1	block
30600000	399.4192396513127	26466.883760994344	15313	0.015091283252619188	1	block
30700000	501.46121341267457	37263.29130068034	23238	0.013457244272019499	1	block
30800000	441.6259991365877	28115.28333717197	18866	0.015707684459032364	1	block
30900000	349.5988202144565	25334.58849762935	18446	0.01379926973146494	1	block
31000000	544.0618008243074	34707.77003487637	20331	0.015675504369125494	1	block
31100000	285.17108893517917	22207.470115495635	15619	0.012841223581617984	1	block
31200000	406.2393037861349	30151.616979144652	17158	0.013473217839929564	1	block
31300000	125.47576247197196	8981.365451625594	6763	0.01397067774914574	1	flank
31400000	134.98271539080866	9590.150928033958	6428	0.01407513983916841	1	flank
31500000	232.68378554746653	13736.352595668935	7980	0.01693927000831586	1	flank
31600000	181.49198980504272	11425.09516726204	6955	0.015885381009787796	1	flank
31700000	103.81172996146545	7535.431168056382	6007	0.013776481749516354	1	flank
31800000	124.41946821161555	7972.218694376985	6613	0.015606630096509002	1	flank
31900000	115.32419233557839	6892.704785672516	6626	0.016731340732203767	1	flank
32000000	86.91522451896994	7234.239628164713	6428	0.012014424319120854	1	flank
32100000	104.80062446557496	7919.141195239661	7001	0.013233837089376876	1	flank
32200000	71.79745151770707	5297.224334218006	5877	0.01355378722662801	1	flank
32300000	107.02481943007271	7094.610302774605	6650	0.015085369719069245	1	flank
32400000	173.63764572673085	11227.852166569783	8483	0.015464903095511528	1	flank
32500000	131.56337684963125	8442.89144242299	7975	0.015582739366819863	1	flank
32600000	96.20399655521571	7068.478772938887	6484	0.013610283010755456	1	flank
32700000	164.36513575197532	11591.668790288915	9744	0.014179592147221679	1	flank
32800000	141.9132419977487	9281.992416386653	7647	0.015289092646446432	1	flank
32900000	181.27322125069452	11922.994236856417	10131	0.015203665929011512	1	flank
33000000	90.36794679884703	5579.94411688074	5111	0.016195134737185122	1	flank
33100000	24.582278361176495	2847.829236626153	2693	0.008631935526548399	1	flank
33200000	19.426395814305124	1787.564691156942	1884	0.010867520437390175	1	flank
33300000	93.78178757919378	4531.020644471452	3110	0.020697718006123432	1	flank
33400000	101.30204601006017	5546.366895292369	5672	0.018264577140766337	1	flank
33500000	97.76455868302772	6781.596680652998	5686	0.014416156443207118	1	flank
33600000	98.51391373074858	6222.199500677717	6699	0.015832651093880632	1	flank
33700000	69.20233018704103	5614.554500642052	6505	0.012325524701759936	1	flank
33800000	102.55766145575659	5848.458668568842	5815	0.017535844445123377	1	flank
33900000	151.7484575507187	9175.91698696552	6337	0.01653768857829456	1	flank
34000000	155.48977462224906	9776.700424173188	7091	0.015904115690994876	1	flank
34100000	211.44950664342952	14527.275517318327	9460	0.0145553449710068	1	flank
34200000	171.9325431479453	11940.21637521883	10257	0.014399449536340104	1	flank
34300000	194.28700159942085	12569.497800224892	8302	0.015457021806865243	1	flank
34400000	181.89842550395517	10678.6918972114	7759	0.017033774104060026	1	flank
34500000	97.68345674764916	6319.444457857013	7085	0.015457601914073093	1	flank
34600000	106.40216643389743	6571.13873151959	6788	0.016192348203443226	1	flank
34700000	97.91336371986861	5800.387305252772	4931	0.016880487210086687	1	flank
34800000	143.08211152473464	8004.794673896222	6699	0.01787455111014002	1	flank
34900000	98.11518679278872	6900.121998326725	6282	0.014219340877825289	1	flank
35000000	85.51549029418888	6589.892473806404	5583	0.012976765650440737	1	flank
35100000	98.85723795654701	7130.195530088064	6367	0.013864590043763645	1	flank
35200000	93.55299427772404	7635.014629434998	6241	0.012253151934647582	1	flank
35300000	156.70283742689676	8339.45553126757	6670	0.018790535765717844	1	flank
35400000	252.83154953814207	14065.073026570928	9365	0.0179758433575501	1	flank
35500000	143.83692084756865	9425.541045368538	6509	0.015260335736190584	1	flank
35600000	40.50480345435894	2595.826228726989	2322	0.015603819318145489	1	flank
35700000	3.0170620658679757	272.9503135961582	363	0.011053521155985369	1	flank
35800000	3.9016110366171146	220.68046333670594	284	0.017679911386918667	1	flank
35900000	0.3183529490549451	29.487247696235098	93	0.010796292429001167	1	flank
36000000	8.7153622035765	742.3156246835903	601	0.011740776987270605	1	flank
36100000	112.3141591737824	7213.117351404368	5763	0.01557082100597119	1	flank
36200000	168.1784058685346	11846.853446777794	7312	0.014196040039161384	1	flank
12300000	89.67475749396813	6997.102674125964	3612	0.01281598422523788	30	flank
12400000	144.02286195917415	8753.4949157822	4172	0.016453183939080917	30	flank
12500000	122.07245431065337	8398.620000928051	5134	0.014534822899138706	30	flank
12600000	117.1772206528242	8093.787604044112	4688	0.014477427180604031	30	flank
12700000	120.19782215530446	6507.398099450443	3247	0.018470949574370638	30	flank
12800000	129.58004519037695	6579.123356401267	3334	0.019695640007159905	30	flank
12900000	78.6554243165256	6081.70891431917	3329	0.012933112292062215	30	flank
13000000	76.47612775844642	5649.163431190735	3794	0.013537602282171315	30	flank
13100000	131.62895263821346	7008.900742449975	3458	0.01878025634476346	30	flank
13200000	153.6685981606879	9122.759893808	3424	0.01684452950087936	30	flank
13300000	111.03587626908579	7340.41752764466	3893	0.015126643116813844	30	flank
13400000	106.47590043815437	7857.84748586967	4848	0.013550263049725012	30	flank
13500000	118.59097608439542	8648.11775131271	5117	0.013712923377621025	30	flank
13600000	119.7362015386192	7648.350332560665	4368	0.015655166974880393	30	flank
13700000	83.46372984704854	5911.688628548178	3819	0.014118424546921035	30	flank
13800000	108.81321819536495	6791.831433299306	3472	0.01602118946325294	30	flank
13900000	144.73517517202282	8327.761968185474	4422	0.017379840553194748	30	flank
14000000	93.16943777867026	6680.036516115008	4078	0.013947444382063941	30	flank
14100000	124.029264525258	7303.241701165023	3768	0.016982768693725784	30	flank
14200000	78.32230669485263	5418.288212999262	2900	0.014455175438424632	30	flank
14300000	122.83337987988412	8261.195671902291	3675	0.014868716921651063	30	flank
14400000	93.63293980869152	6784.139846164296	3322	0.013801740814884722	30	flank
14500000	39.24744507604259	2413.002115284717	1411	0.016264985773297453	30	flank
14900000	51.56006209233274	4797.807261927388	1981	0.010746588863934458	30	flank
15000000	95.66995618882066	9385.066091706462	3346	0.010193850022363055	30	flank
15100000	39.81126679549964	3142.621881405039	2094	0.012668169540555852	30	flank
15200000	100.09393924491218	6218.781294826839	3259	0.016095426820714277	30	flank
15300000	126.87766313952086	9171.630250230737	3559	0.013833708913017826	30	flank
15400000	158.46303055969983	8121.079286336353	3689	0.019512557995377846	30	flank
15500000	118.94996672349917	8348.172616513892	4232	0.014248623284118366	30	flank
15600000	163.23320004103672	10196.047757190781	4323	0.016009458167348833	30	flank
15700000	135.98178367957684	8354.798890151716	2741	0.016275889517803524	30	flank
15800000	104.12287328123283	6675.911124966969	2469	0.01559680339239807	30	flank
15900000	116.5043514475801	6791.513002210767	2297	0.01715440306300757	30	flank
16000000	81.54143165747202	4939.618566291813	2071	0.01650763729287005	30	flank
16100000	68.97393940961213	4894.017222403087	1682	0.014093522003533974	30	flank
16200000	53.941303726265055	4203.509381211995	1279	0.012832445186719721	30	flank
16300000	28.631103383177667	1791.8936444645815	754	0.01597812653202007	30	flank
16400000	8.045785014218977	975.8099119257097	374	0.00824523804881326	30	flank
16500000	0.014345580611215108	2.540437440636544	11	0.0056468938702228435	30	flank
16600000	0.09535385377192356	17.990925066881424	19	0.005300108438973802	30	flank
16700000	1.0725961351410198	104.19595795626762	71	0.010294028253871443	30	flank
16800000	4.255770055099483	350.2027125596778	128	0.012152304658046474	30	flank
16900000	-0.11250659792187778	19.154875517399685	7	-0.0058735227916088695	30	flank
17000000	1.2486836576405067	191.8637443227712	135	0.006508179343877777	30	flank
17100000	14.902704527726593	1366.283020867389	462	0.010907479856015164	30	flank
17200000	162.9417873480238	26812.78541332818	12917	0.0060770182894548585	30	flank
17300000	375.66657190680036	71281.51792358582	36395	0.00527018198896265	30	block
17400000	258.0895146685802	49380.86319483602	28042	0.005226508772239724	30	block
17500000	304.22326224772905	60451.05908785991	27703	0.005032554711830098	30	block
17600000	432.0214021144487	103455.90524216385	46339	0.004175898911745994	30	block
17700000	569.2803686037129	86186.36808613435	36518	0.006605225179401644	30	block
17800000	371.3847927903054	55651.89440386687	24523	0.006673354011907642	30	block
17900000	498.7624083250864	68808.49105506479	29383	0.007248559017606505	30	block
18000000	475.452410421269	71776.83474158564	34030	0.006624037018809973	30	block
18100000	531.8047148059635	74388.72450365982	33160	0.007148996280744126	30	block
18200000	415.8556577484501	62384.42801058476	27902	0.006666017001516659	30	block
18300000	217.7836540967893	34527.980979639084	17441	0.006307454068200942	30	block
18400000	109.88484344277137	11868.463254322993	6631	0.009258556991592547	30	block
18500000	104.93104826187151	8525.807135736186	8269	0.012307462107845456	30	flank
18600000	95.00731720787488	7296.1450910667445	8387	0.013021577288011987	30	flank
18700000	101.56742239841076	7963.219398168484	7842	0.012754567885166011	30	flank
18800000	124.62316265628758	8434.685920759199	6926	0.014775080403357847	30	flank
18900000	79.59070631447464	5394.581767322575	5043	0.014753823326321905	30	flank
19000000	51.0070498826321	2864.6994193892124	2585	0.017805375858074284	30	flank
19100000	106.09596705425365	8724.543693059417	5364	0.012160632210330442	30	flank
19200000	94.85583721760187	5931.496127039007	4128	0.01599189061005992	30	flank
19300000	113.27163950539043	8297.242060799726	5059	0.013651721701665382	30	flank
19400000	127.45335000522174	8670.91965883441	8296	0.014698942559727821	30	flank
19500000	136.28493180811054	8841.003132789481	7321	0.015415098237286838	30	flank
19600000	94.46581752121422	7639.562822016979	5647	0.012365343373964634	30	flank
19700000	117.35524483682975	8385.377760168605	6474	0.013995224567494033	30	flank
19800000	95.47393368673141	6676.860541739344	5691	0.014299225375442714	30	flank
19900000	114.49463803894145	9876.573694594694	7454	0.011592546320147716	30	flank
20000000	147.01962479910344	10463.903369207412	8194	0.014050170343864656	30	flank
20100000	55.05512008217954	4574.12548680793	4867	0.01203620675492223	30	flank
20200000	120.0587129646073	7304.4863031570785	6303	0.01643629791087658	30	flank
20300000	95.21021590541493	6247.563600606327	5962	0.01523957529558799	30	flank
20400000	93.80777238908247	7372.205931787101	7829	0.012724518720320455	30	flank
20500000	93.58203456364039	7075.309680383023	7218	0.013226563753542206	30	flank
20600000	78.36138045918177	5368.380741286178	5418	0.014596837339895464	30	flank
20700000	57.030961044807334	4601.021280394182	5005	0.01239528304027347	30	flank
20800000	77.70883050504139	5272.091776974525	5572	0.014739658145639465	30	flank
20900000	101.664825276486	6673.252293569514	6362	0.015234674309324759	30	flank
21000000	104.95407872493105	6542.251794652268	5379	0.016042500658675664	30	flank
21100000	77.89037514312815	5123.101045050506	3951	0.015203755393108837	30	flank
21200000	82.28625474699184	5369.99457348521	3956	0.015323340390935775	30	flank
21300000	108.01731409106583	8922.271255346392	6544	0.012106481746600098	30	flank
21400000	109.09520555233651	8097.582877070051	6444	0.013472564246457016	30	flank
21500000	104.00972509531773	7721.6179837907375	7779	0.013469939242482017	30	flank
21600000	71.81179014530981	5599.077535113454	6352	0.012825646670359011	30	flank
21700000	33.75428482587214	2564.8199675852884	2477	0.013160488943655147	30	flank
22000000	27.137350905991916	1630.9437574375322	1579	0.016639047657062644	30	flank
22100000	92.3250745788475	6306.983797030645	5929	0.014638546340061082	30	flank
22200000	69.77723543054759	5700.804403490015	7057	0.012239892915433159	30	flank
22300000	71.57506758900814	4803.219624975401	5041	0.014901477171028736	30	flank
22400000	84.27836154421729	6720.78291521079	7295	0.012539961877577471	30	flank
22500000	95.76372402594029	6127.8232568268	6043	0.015627690292675	30	flank
22600000	89.33363088686427	6514.552651477595	6458	0.013712934051826584	30	flank
22700000	86.47608107554628	6109.735391323393	5793	0.014153817724799242	30	flank
22800000	111.58119841236051	7158.146973292777	6069	0.015588000473959631	30	flank
22900000	110.03643053975968	7533.205865842854	5792	0.014606852978582212	30	flank
23000000	110.22166074885563	7651.257858493457	6156	0.014405691559133836	30	flank
23100000	96.53014047085523	6418.1297834763955	4835	0.015040228809235678	30	flank
23200000	122.02991472717322	7345.892730413708	6423	0.0166119924705599	30	flank
23300000	103.33346789799675	7366.674895987889	6417	0.01402715191819789	30	flank
23400000	83.6334224099348	6191.337121141362	5429	0.013508135766723864	30	flank
0	117.15941351182583	18660.19272612067	7434	0.0062785746766605074	23	flank
100000	266.4926447107987	48092.097432809394	18648	0.005541298028914664	23	block
200000	282.8314508472561	38257.8323010775	18674	0.007392772507900047	23	block
300000	185.2901566551551	45933.98972659781	27942	0.004033835461670423	23	block
400000	265.6660056980137	33454.78508479	11748	0.0079410465505814	23	block
500000	134.284545304543	17848.477515231138	8599	0.007523585425700889	23	block
600000	224.0456308896202	29852.3520844884	13158	0.007505124897881554	23	block
700000	255.5776048096293	38153.49974735421	16970	0.006698667396228902	23	block
800000	119.76808625084817	20022.58155481619	12414	0.005981650564037253	23	block
900000	142.65208208122684	30804.287693164242	17167	0.004630916432873163	23	block
1000000	213.2843954679292	31828.1077458275	16900	0.006701133387230338	23	block
1100000	130.03213096223223	18688.063159462043	8686	0.0069580314371098986	23	block
1200000	134.445885329279	16858.273416084576	8547	0.007975068502626338	23	block
1300000	298.34553079013835	31304.67400400025	13604	0.009530382931060531	23	block
1400000	243.14271879596666	25234.138179251237	10713	0.009635467518993404	23	block
1500000	146.07348459791237	18487.186224408968	9996	0.007901336786722519	23	block
1600000	143.53784772290325	15348.021256805645	6814	0.009352205429038968	23	block
1700000	367.9205558057875	41637.722336094965	17229	0.008836231550707183	23	block
1800000	233.22399327884983	30560.897420834663	12220	0.007631451068575333	23	block
1900000	339.8365368829681	38551.00760506047	18827	0.008815243958457751	23	block
2000000	130.44074163280916	32724.98239220847	17199	0.003985968275535756	23	block
2100000	204.2462686971747	32853.1893697714	18397	0.006216938830453524	23	block
2200000	200.76287532646307	34938.65498515388	17018	0.005746153519984417	23	block
2300000	201.2646447930199	20471.977857687423	9442	0.00983122618596635	23	block
2400000	249.40693270932627	40192.98403942166	18596	0.006205235532268656	23	block
2500000	161.03640535709872	16746.568197521177	7532	0.009616083931807311	23	block
2600000	150.88802498969264	16778.804860548506	8782	0.008992775483340359	23	block
2700000	155.62895211488654	18886.183935814486	10839	0.008240359865380867	23	block
2800000	158.6613977209523	29532.08357539767	15459	0.005372509437604617	23	block
2900000	150.72875317263663	35117.21144588377	20758	0.004292161790947218	23	block
3000000	234.47453065212864	29691.019010437	13040	0.007897153363773269	23	block
3100000	129.86585400736504	28557.033879376177	16169	0.004547596033814767	23	block
3200000	71.86661160967705	7133.691560105681	4006	0.010074252720930984	23	block
3300000	173.73463117597743	34026.24371139311	17496	0.00510590098188844	23	block
3400000	281.0975035366179	40856.670941063494	17302	0.006880088295546798	23	block
3500000	179.16352856808297	38498.81052219422	17970	0.004653741924436777	23	block
3600000	248.5495784816327	36705.828644497815	16251	0.006771392655070604	23	block
3700000	306.12922300055914	36620.62559405167	17205	0.008359475515084702	23	block
3800000	241.22139187787366	34967.27684868844	17699	0.006898489491237618	23	block
3900000	161.2634505079528	26045.04647423391	14584	0.006191712910456467	23	block
4000000	112.81918024755126	17746.977789592827	8370	0.006357092547538467	23	block
4100000	212.8549630982561	18989.549549306896	8526	0.011209058042454995	23	block
4200000	166.83593404973757	20748.79429953272	9213	0.008040753194680563	23	block
4300000	171.12341112901962	15225.380557653996	6785	0.011239351980794572	23	block
4400000	266.6815701315342	44054.58739494746	21448	0.006053434747685764	23	block
4500000	189.9451320584397	26363.877847227912	11184	0.007204749360436439	23	block
4600000	302.8608655740164	45852.41310401095	22338	0.006605123810758033	23	block
4700000	278.02517824656275	40027.13853734668	19079	0.006945916905530377	23	block
4800000	61.89636668897605	17439.757004423725	13189	0.0035491530457262433	23	block
4900000	136.6670331224255	25173.787667126326	11975	0.005428941998303051	23	block
5000000	247.21617812513972	36587.765742053365	18162	0.006756798976686176	23	block
5100000	176.3573341993708	29512.76578248568	18157	0.005975628834625519	23	block
5200000	326.61972823538196	39761.68887881011	18225	0.008214432974184978	23	block
5300000	290.62498289479913	31750.923856564008	13581	0.009153276427725643	23	block
5400000	387.25183072007945	38430.283694808946	16934	0.010076736195741077	23	block
5500000	255.4582379674296	20712.117577526795	11036	0.01233375761851645	23	block
5600000	118.55036023048817	8331.263980259397	5863	0.014229576749865159	23	flank
5700000	67.72923780744887	4874.16333575557	3973	0.013895561790185636	23	flank
5800000	70.47042922983094	4997.2550658541495	4372	0.014101827563565813	23	flank
5900000	78.78148839501769	4770.492163964769	3772	0.01651433137027568	23	flank
6000000	108.1264660861259	6529.521568569523	4709	0.016559630740267863	23	flank
6100000	120.9333851134061	6613.383238254501	5011	0.018286160162906965	23	flank
6200000	67.13422446623393	4563.398203621908	4743	0.014711454374713651	23	flank
6300000	75.9093970674203	5743.304849038625	4209	0.013217023832563374	23	flank
6400000	63.62609009005122	4971.533416827099	5306	0.012798081548581497	23	flank
6500000	113.02219626521669	6483.74015667426	4137	0.017431635681586257	23	flank
6600000	36.13812413362762	3076.4922717350605	2603	0.011746534995599606	23	flank
6700000	133.00542778918526	7112.893890611159	2633	0.018699200330367514	23	flank
6800000	165.03205601361532	10334.784895133758	6041	0.015968600961527742	23	flank
6900000	173.89269026434124	10685.814472664599	5774	0.016273227530683453	23	flank
7000000	95.51873475998799	7163.648261528516	4671	0.013333811386714715	23	flank
7100000	108.50678372134743	6139.659090834794	3270	0.017673095869984865	23	flank
7200000	103.30855975805551	5275.1843558355895	4005	0.019583876655186856	23	flank
7300000	105.66487023278655	7707.500306930529	5829	0.013709356603952835	23	flank
7400000	114.76852988279403	6974.583673936349	5297	0.016455251703650493	23	flank
7500000	113.16560603018932	7054.72104760255	5133	0.016041117042983166	23	flank
7600000	44.176894429135	3479.875444313529	1924	0.01269496426986332	23	flank
7700000	104.15175322399234	6068.107403538356	3643	0.01716379528207769	23	flank
7800000	85.44247214444786	5227.2084862876345	3853	0.016345717292238545	23	flank
7900000	96.37473305949034	6202.392245556097	4268	0.015538316385672175	23	flank
8000000	60.00854702631182	4837.303502747945	3635	0.012405371503405264	23	flank
8100000	70.56103586911537	4514.160875453027	3776	0.015631041475019227	23	flank
8200000	83.89293472015811	4327.722897525784	3198	0.01938500608902682	23	flank
8300000	111.09495480754946	6734.278887623832	3975	0.01649693406842985	23	flank
8400000	134.28880437252332	8007.421255326659	4110	0.016770543236150133	23	flank
8500000	63.61279530123869	4122.010691420708	1971	0.015432467323201837	23	flank
8600000	106.51157562326809	7776.299055456643	4895	0.013696949521061529	23	flank
8700000	83.78034043675156	5383.525395919766	3854	0.015562356313996328	23	flank
8800000	75.71269573016204	5047.444185530355	3917	0.01500020464757385	23	flank
8900000	99.02354811775015	7953.188159848967	5537	0.012450799116970801	23	flank
9000000	123.84169933325398	8063.767862341392	5065	0.015357795691466664	23	flank
9100000	86.82745929062031	5512.131165653944	4584	0.015752066973957677	23	flank
9200000	104.02929932767468	6499.5834873536205	5605	0.016005533205333346	23	flank
9300000	117.56998216381596	7849.772669259953	5657	0.01497750152997743	23	flank
9400000	121.33476367683245	8993.624324030407	5969	0.013491197686858398	23	flank
9500000	99.20976671470284	6947.648247627931	4929	0.014279618538341384	23	flank
9600000	70.0527901926243	5562.707329452607	4520	0.012593290648551482	23	flank
9700000	112.42501195703697	7343.187380710974	5695	0.015310110736429537	23	flank
9800000	165.33714397162885	10644.017315775487	6273	0.01553334037953723	23	flank
9900000	126.42851009059774	7177.781517423103	4860	0.01761386993790623	23	flank
10000000	121.341486997948	7916.520216785915	5408	0.015327629270832872	23	flank
